Sample	Assay	Bed_file	AUROC	PR-AUC	Baseline_PR-AUC
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF869GIR.bed	0.9760119551932799	0.7111483555055358	0.014652423469387756
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF648FWC.bed	0.9665499224692062	0.6484947632907905	0.016956313775510205
posterior-cingulate-gyrus	DNase-seq	ENCFF068WQO.bed	0.9457448900642641	0.25055575540509517	0.009931042729591836
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF014FUG.bed	0.935515193243259	0.603929127531431	0.027722417091836735
M059J	DNase-seq	ENCFF824JFJ.bed	0.8262859130490768	0.1843876455406975	0.02806919642857143
substantia-nigra	H3K27ac	ENCFF438IZP.bed	0.8458542387537853	0.25424813229602533	0.026674107142857142
SK-N-SH	SMC3	ENCFF292GMF.bed	0.9597643461464256	0.32556007729623615	0.0029177295918367346
dorsolateral-prefrontal-cortex	CTCF	ENCFF531OSH.bed	0.939670725179894	0.3975316121681458	0.007884247448979592
dorsolateral-prefrontal-cortex	CTCF	ENCFF375BSV.bed	0.9602773520093475	0.3737616801933811	0.004536033163265306
posterior-cingulate-gyrus	DNase-seq	ENCFF338NXN.bed	0.9488697078431907	0.17507953035132373	0.005891262755102041
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF149ZZG.bed	0.709045790193405	0.12006749231181502	0.015043048469387756
SK-N-SH	TSHZ2	ENCFF442RJO.bed	0.8363159807465135	0.03433598104097969	0.002802136479591837
head-of-caudate-nucleus	DNase-seq	ENCFF361PSA.bed	0.9212171422861893	0.22448350398586694	0.010588727678571429
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF401CRB.bed	0.9203451935577003	0.5547003255458033	0.031259964923469385
head-of-caudate-nucleus	DNase-seq	ENCFF149FJP.bed	0.9692552382688869	0.297244647109019	0.005255500637755102
germinal-matrix	H3K36me3	ENCFF035NYO.bed	0.8213984108591492	0.13133421684352786	0.029627710459183672
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF258VXT.bed	0.7760827832198831	0.17697562836782732	0.006323740433673469
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF283HUT.bed	0.7956186660016136	0.2317019406244342	0.04653220663265306
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF455OOQ.bed	0.7547920611276902	0.15062570282604548	0.008777104591836735
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF311BUM.bed	0.8206454090370832	0.23557480083509702	0.03463608099489796
dorsolateral-prefrontal-cortex	CTCF	ENCFF051BZX.bed	0.9559749699848876	0.43537673874365257	0.006489158163265306
posterior-cingulate-gyrus	DNase-seq	ENCFF701ICW.bed	0.9211616895646231	0.1875000987770506	0.011720742984693878
motor-neuron	H3K27ac	ENCFF518ICW.bed	0.7991467134342716	0.2567856312705079	0.04131656568877551
head-of-caudate-nucleus	DNase-seq	ENCFF953GKA.bed	0.9064682121294759	0.23370132982910585	0.01415218431122449
motor-neuron	H3K4me3	ENCFF535MNS.bed	0.9767450302117243	0.7283580207832923	0.01500717474489796
motor-neuron	H3K27ac	ENCFF707MQP.bed	0.8336898484086095	0.2956901183959804	0.03705955038265306
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF897EFM.bed	0.7800183635394022	0.14439998982246657	0.01346061862244898
cingulate-gyrus	H3K36me3	ENCFF868DXB.bed	0.8111443363602184	0.11531819890518274	0.028382095025510205
BE2C	DNase-seq	ENCFF242WYI.bed	0.9198145056280965	0.2305137174307117	0.014773995535714285
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF955SXY.bed	0.8179788223334075	0.16952645889757856	0.024435985331632652
occipital-lobe	DNase-seq	ENCFF662SZI.bed	0.7993568474442385	0.12712818358727906	0.02119140625
astrocyte	H3K36me3	ENCFF198QMN.bed	0.7822059220319293	0.06695056396147657	0.019242267219387755
BE2C	H3K9me3	ENCFF817KMI.bed	0.7587025114777975	0.007031652140811511	0.0018494897959183674
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF340QMV.bed	0.7323317188444984	0.12559481317702742	0.023180404974489796
BE2C	H3K36me3	ENCFF098GTL.bed	0.758126050753646	0.09700711019963518	0.03597536670918367
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF259PMU.bed	0.803863388479313	0.17533915244670664	0.006873804209183674
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF187VXO.bed	0.9468816001276237	0.19355490950633386	0.007754703443877551
posterior-cingulate-gyrus	DNase-seq	ENCFF971WVB.bed	0.9467768036951977	0.16865732493154736	0.00935108418367347
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF509IXE.bed	0.8424028767140632	0.30775860349508244	0.04912507971938775
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF525EJT.bed	0.9543139451311955	0.6550562400491773	0.020880500637755102
head-of-caudate-nucleus	DNase-seq	ENCFF245WUR.bed	0.8761361706682889	0.17154008302113755	0.026678093112244897
germinal-matrix	H3K4me3	ENCFF895NZN.bed	0.9591916363764714	0.663697267358343	0.020709103954081633
layer-of-hippocampus	H3K36me3	ENCFF706NAI.bed	0.7937481138335736	0.07476487442401139	0.020477917729591837
substantia-nigra	H3K36me3	ENCFF023HJU.bed	0.7779819496490521	0.057765434963887585	0.016288663903061225
cerebellar-cortex	DNase-seq	ENCFF337NAS.bed	0.8543404378565205	0.11382918396497932	0.009980867346938775
head-of-caudate-nucleus	DNase-seq	ENCFF123RHR.bed	0.8848002790574928	0.1869531285758313	0.015806361607142858
head-of-caudate-nucleus	DNase-seq	ENCFF337FUI.bed	0.9584409750412196	0.30025157282745885	0.009107940051020409
SK-N-SH	H3K36me3	ENCFF800BZP.bed	0.7605680818828726	0.14699644673946077	0.07019292091836735
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF300SDH.bed	0.786384703771206	0.2479614579774605	0.06580636160714286
dorsolateral-prefrontal-cortex	CTCF	ENCFF996ADF.bed	0.9468852556323699	0.38772207967872024	0.006080596301020408
layer-of-hippocampus	H3K27ac	ENCFF618UDS.bed	0.8796475158628256	0.2761253722890743	0.021149553571428573
caudate-nucleus	H3K9me3	ENCFF775QHS.bed	0.7862296805534071	0.07888848900100746	0.024085220025510203
		Mean_values	0.8765645064960765	0.25730794927071404	0.018429003259450218
